train_loss,epoch,step,val_loss
0.3045048415660858,0,49,
0.2949681580066681,0,99,
0.2884846031665802,0,149,
0.2763760983943939,0,199,
,0,234,0.3249427378177643
0.3022363483905792,1,249,
0.2747461795806885,1,299,
0.32892531156539917,1,349,
0.2825907766819,1,399,
0.2944040894508362,1,449,
,1,469,0.33108648657798767
0.27441689372062683,2,499,
0.3139903247356415,2,549,
0.3285139501094818,2,599,
0.27356696128845215,2,649,
0.2754597067832947,2,699,
,2,704,0.3355911374092102
0.2730422616004944,3,749,
0.2987309992313385,3,799,
0.2905915379524231,3,849,
0.2829623520374298,3,899,
,3,939,0.3401445746421814
0.3133247196674347,4,949,
0.2736159563064575,4,999,
0.31044304370880127,4,1049,
0.2961031198501587,4,1099,
0.27008482813835144,4,1149,
,4,1174,0.3400212824344635
0.2844254672527313,5,1199,
0.2823002338409424,5,1249,
0.3044264316558838,5,1299,
0.2918016314506531,5,1349,
0.2847689688205719,5,1399,
,5,1409,0.3391669690608978
0.2863013446331024,6,1449,
0.3108179569244385,6,1499,
0.2980312407016754,6,1549,
0.29468491673469543,6,1599,
,6,1644,0.34093597531318665
0.29522252082824707,7,1649,
0.297948956489563,7,1699,
0.29927951097488403,7,1749,
0.2803519666194916,7,1799,
0.2739046812057495,7,1849,
,7,1879,0.33955851197242737
0.28656771779060364,8,1899,
0.2770814001560211,8,1949,
0.29412949085235596,8,1999,
0.29666826128959656,8,2049,
0.28694871068000793,8,2099,
,8,2114,0.34028998017311096
0.2835422456264496,9,2149,
0.3060835897922516,9,2199,
0.2931828796863556,9,2249,
0.27318745851516724,9,2299,
0.2997152805328369,9,2349,
,9,2349,0.33920779824256897
0.2941811680793762,10,2399,
0.30667349696159363,10,2449,
0.29111605882644653,10,2499,
0.279815673828125,10,2549,
,10,2584,0.33841538429260254
0.3037579655647278,11,2599,
0.2798002064228058,11,2649,
0.33441659808158875,11,2699,
0.2862395644187927,11,2749,
0.29783859848976135,11,2799,
,11,2819,0.34033527970314026
0.2791704535484314,12,2849,
0.31507599353790283,12,2899,
0.32743725180625916,12,2949,
0.2723986804485321,12,2999,
0.2793799340724945,12,3049,
,12,3054,0.3445811867713928
0.2766169607639313,13,3099,
0.29471030831336975,13,3149,
0.29169633984565735,13,3199,
0.28139209747314453,13,3249,
,13,3289,0.34319835901260376
45.49541473388672,14,3299,
0.38082775473594666,14,3349,
0.31553471088409424,14,3399,
0.29677876830101013,14,3449,
0.26903843879699707,14,3499,
,14,3524,0.3329930603504181
0.2829424738883972,15,3549,
0.2761792242527008,15,3599,
0.29491880536079407,15,3649,
0.2897646725177765,15,3699,
0.2811918258666992,15,3749,
,15,3759,0.3327879011631012
0.2842329442501068,16,3799,
0.3075820207595825,16,3849,
0.2945483922958374,16,3899,
0.29226842522621155,16,3949,
,16,3994,0.33530354499816895
0.2913355529308319,17,3999,
0.29151779413223267,17,4049,
0.3027218282222748,17,4099,
0.27933594584465027,17,4149,
0.2726031243801117,17,4199,
,17,4229,0.3365740478038788
0.284942626953125,18,4249,
0.27351585030555725,18,4299,
0.2830328941345215,18,4349,
0.29390260577201843,18,4399,
0.28321346640586853,18,4449,
,18,4464,0.33579951524734497
0.27847692370414734,19,4499,
0.3034498691558838,19,4549,
0.29029086232185364,19,4599,
0.27129125595092773,19,4649,
0.29694435000419617,19,4699,
,19,4699,0.33938348293304443
0.2898968756198883,20,4749,
0.2980646789073944,20,4799,
0.28712794184684753,20,4849,
0.2775498032569885,20,4899,
,20,4934,0.3391799330711365
0.30154675245285034,21,4949,
0.2744874954223633,21,4999,
0.323068767786026,21,5049,
0.28584569692611694,21,5099,
0.29679885506629944,21,5149,
,21,5169,0.3393096625804901
0.2786051630973816,22,5199,
0.31366583704948425,22,5249,
0.326816588640213,22,5299,
0.2703831195831299,22,5349,
0.27661818265914917,22,5399,
,22,5404,0.3410496413707733
0.27490004897117615,23,5449,
0.2962842583656311,23,5499,
0.2916735112667084,23,5549,
0.2785765826702118,23,5599,
,23,5639,0.34264808893203735
0.31062328815460205,24,5649,
0.27561405301094055,24,5699,
0.3056313991546631,24,5749,
0.2979086935520172,24,5799,
0.2708062529563904,24,5849,
,24,5874,0.33921563625335693
0.2837870419025421,25,5899,
0.28044360876083374,25,5949,
0.2993192672729492,25,5999,
0.29389187693595886,25,6049,
0.28476375341415405,25,6099,
,25,6109,0.340058296918869
0.2862594425678253,26,6149,
0.4620586335659027,26,6199,
0.30024388432502747,26,6249,
0.2964456081390381,26,6299,
,26,6344,0.3345801532268524
0.2935313582420349,27,6349,
0.2901599109172821,27,6399,
0.2912169396877289,27,6449,
0.27670833468437195,27,6499,
0.2728121876716614,27,6549,
,27,6579,0.3348979651927948
0.2843886613845825,28,6599,
0.26765841245651245,28,6649,
0.281514972448349,28,6699,
0.2940515875816345,28,6749,
0.2829582393169403,28,6799,
,28,6814,0.3366136848926544
0.2792494595050812,29,6849,
0.29877835512161255,29,6899,
0.2889064848423004,29,6949,
0.26826709508895874,29,6999,
0.29391950368881226,29,7049,
,29,7049,0.3366701602935791
0.28948548436164856,30,7099,
0.2996918261051178,30,7149,
0.286431223154068,30,7199,
0.27729299664497375,30,7249,
,30,7284,0.3383672833442688
0.30128949880599976,31,7299,
0.2784328758716583,31,7349,
0.3286953270435333,31,7399,
0.28427842259407043,31,7449,
0.29485705494880676,31,7499,
,31,7519,0.3376089334487915
0.2767300307750702,32,7549,
0.312066912651062,32,7599,
0.36007338762283325,32,7649,
0.27174481749534607,32,7699,
0.27672919631004333,32,7749,
,32,7754,0.3387525677680969
0.2728205621242523,33,7799,
0.2934926748275757,33,7849,
0.28936967253685,33,7899,
0.2805194556713104,33,7949,
,33,7989,0.3370071351528168
0.31159868836402893,34,7999,
0.2750343084335327,34,8049,
0.3083758056163788,34,8099,
0.2943819463253021,34,8149,
0.27101466059684753,34,8199,
,34,8224,0.33664077520370483
0.28401654958724976,35,8249,
0.28035759925842285,35,8299,
0.30008989572525024,35,8349,
0.29066962003707886,35,8399,
0.3084997534751892,35,8449,
,35,8459,0.3514186441898346
0.2869463860988617,36,8499,
0.29497697949409485,36,8549,
0.29421451687812805,36,8599,
0.28123918175697327,36,8649,
,36,8694,0.33947107195854187
0.292196124792099,37,8699,
0.295427531003952,37,8749,
0.3022136092185974,37,8799,
0.2820284068584442,37,8849,
0.27341967821121216,37,8899,
,37,8929,0.34020301699638367
0.28517797589302063,38,8949,
0.27641576528549194,38,8999,
0.2869306206703186,38,9049,
0.2961411774158478,38,9099,
0.2817225456237793,38,9149,
,38,9164,0.3421456217765808
0.2805289626121521,39,9199,
0.30219998955726624,39,9249,
0.2943079471588135,39,9299,
0.27259722352027893,39,9349,
0.2961391508579254,39,9399,
,39,9399,0.3463270664215088
0.31895554065704346,40,9449,
0.30572831630706787,40,9499,
0.2896272540092468,40,9549,
0.27869459986686707,40,9599,
,40,9634,0.3358185887336731
0.3021984100341797,41,9649,
0.27320706844329834,41,9699,
0.3235536515712738,41,9749,
0.2829127609729767,41,9799,
0.29569536447525024,41,9849,
,41,9869,0.3363001346588135
0.27572008967399597,42,9899,
0.30840742588043213,42,9949,
0.3268810212612152,42,9999,
0.27072426676750183,42,10049,
0.2765401005744934,42,10099,
,42,10104,0.3353840708732605
0.2737172245979309,43,10149,
0.29236552119255066,43,10199,
0.29283612966537476,43,10249,
0.27844178676605225,43,10299,
,43,10339,0.33803343772888184
0.30821841955184937,44,10349,
0.27450814843177795,44,10399,
0.30578720569610596,44,10449,
0.2934193015098572,44,10499,
0.26992711424827576,44,10549,
,44,10574,0.3385445177555084
0.28402796387672424,45,10599,
0.27885252237319946,45,10649,
0.2973267138004303,45,10699,
0.2936289310455322,45,10749,
0.28272393345832825,45,10799,
,45,10809,0.33851319551467896
0.2858521640300751,46,10849,
0.31283339858055115,46,10899,
0.2972066402435303,46,10949,
0.2967718839645386,46,10999,
,46,11044,0.340835303068161
0.29661571979522705,47,11049,
0.2931153476238251,47,11099,
0.29457059502601624,47,11149,
0.2814372479915619,47,11199,
0.2757163941860199,47,11249,
,47,11279,0.3413088619709015
0.2870403230190277,48,11299,
0.2746119797229767,48,11349,
0.2844374477863312,48,11399,
0.29691505432128906,48,11449,
0.2843649387359619,48,11499,
,48,11514,0.34108051657676697
0.2808372378349304,49,11549,
0.3024138808250427,49,11599,
0.294357031583786,49,11649,
0.27311959862709045,49,11699,
0.29742828011512756,49,11749,
,49,11749,0.3397645056247711
0.29011228680610657,50,11799,
0.3077195882797241,50,11849,
0.2884884178638458,50,11899,
0.2811930477619171,50,11949,
,50,11984,0.3399176299571991
0.3046499788761139,51,11999,
0.2791493535041809,51,12049,
0.3258480131626129,51,12099,
0.28553152084350586,51,12149,
0.29697030782699585,51,12199,
,51,12219,0.34034156799316406
0.27855947613716125,52,12249,
0.3157728910446167,52,12299,
0.32895293831825256,52,12349,
0.2728894352912903,52,12399,
0.2750001549720764,52,12449,
,52,12454,0.3427184820175171
0.27633029222488403,53,12499,
0.2963574528694153,53,12549,
0.2953391373157501,53,12599,
0.28462231159210205,53,12649,
,53,12689,0.3455433249473572
0.3166910707950592,54,12699,
0.4525381624698639,54,12749,
0.3551689684391022,54,12799,
0.3054940402507782,54,12849,
0.273532509803772,54,12899,
,54,12924,0.337894082069397
0.2877480685710907,55,12949,
0.2786896228790283,55,12999,
0.29503166675567627,55,13049,
0.29635176062583923,55,13099,
0.28517577052116394,55,13149,
,55,13159,0.338725745677948
0.2841458022594452,56,13199,
0.3108789324760437,56,13249,
0.2964193820953369,56,13299,
0.2974123954772949,56,13349,
,56,13394,0.3382703363895416
0.29346951842308044,57,13399,
0.29147714376449585,57,13449,
0.2943434715270996,57,13499,
0.2811387777328491,57,13549,
0.27281102538108826,57,13599,
,57,13629,0.3347353935241699
0.28620660305023193,58,13649,
0.2719970941543579,58,13699,
0.28433021903038025,58,13749,
