train_loss,epoch,step,val_loss
0.29726192355155945,58,13799,
0.284625381231308,58,13849,
,58,13864,0.3369050621986389
0.28051021695137024,59,13899,
0.2997320592403412,59,13949,
0.29230237007141113,59,13999,
0.26876211166381836,59,14049,
0.29614517092704773,59,14099,
,59,14099,0.34248316287994385
0.291267454624176,60,14149,
0.30038872361183167,60,14199,
0.31040331721305847,60,14249,
0.2801029682159424,60,14299,
,60,14334,0.3402206003665924
0.3053838610649109,61,14349,
0.27544912695884705,61,14399,
0.3297281861305237,61,14449,
0.28618237376213074,61,14499,
0.29694804549217224,61,14549,
,61,14569,0.3394252061843872
0.27719414234161377,62,14599,
0.3096860647201538,62,14649,
0.32801729440689087,62,14699,
0.2729427218437195,62,14749,
0.2767835259437561,62,14799,
,62,14804,0.340816855430603
0.2728014290332794,63,14849,
0.2922784686088562,63,14899,
0.29200443625450134,63,14949,
0.27989864349365234,63,14999,
,63,15039,0.3410995602607727
0.30823761224746704,64,15049,
0.27346354722976685,64,15099,
0.3038488030433655,64,15149,
0.2949281334877014,64,15199,
0.2696947753429413,64,15249,
,64,15274,0.3400443196296692
0.28212282061576843,65,15299,
0.28022500872612,65,15349,
0.2968562841415405,65,15399,
0.29196587204933167,65,15449,
0.28196999430656433,65,15499,
,65,15509,0.3418889343738556
0.2858612537384033,66,15549,
0.3021811246871948,66,15599,
0.296008825302124,66,15649,
0.5186185836791992,66,15699,
,66,15744,0.36919400095939636
0.32534903287887573,67,15749,
0.29371774196624756,67,15799,
0.29376158118247986,67,15849,
0.2776601314544678,67,15899,
0.2729593813419342,67,15949,
,67,15979,0.3341023325920105
0.28516659140586853,68,15999,
0.27059268951416016,68,16049,
0.28357255458831787,68,16099,
0.2962518036365509,68,16149,
0.2812652289867401,68,16199,
,68,16214,0.33569100499153137
0.27806922793388367,69,16249,
0.29846760630607605,69,16299,
0.6604830622673035,69,16349,
0.3126562833786011,69,16399,
0.31382375955581665,69,16449,
,69,16449,0.3470627963542938
0.29577362537384033,70,16499,
0.30247923731803894,70,16549,
0.28912824392318726,70,16599,
0.27955326437950134,70,16649,
,70,16684,0.3353106379508972
0.3039228320121765,71,16699,
0.27253812551498413,71,16749,
0.3264739513397217,71,16799,
0.28418290615081787,71,16849,
0.2957044541835785,71,16899,
,71,16919,0.3348607122898102
0.27650919556617737,72,16949,
0.30758553743362427,72,16999,
0.3309045433998108,72,17049,
0.2693052291870117,72,17099,
0.27635249495506287,72,17149,
,72,17154,0.3377034664154053
0.27415746450424194,73,17199,
0.4483546316623688,73,17249,
0.30424830317497253,73,17299,
0.2819417417049408,73,17349,
,73,17389,0.3373286724090576
0.30542513728141785,74,17399,
0.30481332540512085,74,17449,
0.30912694334983826,74,17499,
0.29634779691696167,74,17549,
0.26963871717453003,74,17599,
,74,17624,0.3352430462837219
0.28559765219688416,75,17649,
0.2777574956417084,75,17699,
0.2958914041519165,75,17749,
0.29570916295051575,75,17799,
0.28225255012512207,75,17849,
,75,17859,0.33522486686706543
0.2832692265510559,76,17899,
0.30680611729621887,76,17949,
0.2965063750743866,76,17999,
0.29425936937332153,76,18049,
,76,18094,0.3374781012535095
0.2942509353160858,77,18099,
0.29222315549850464,77,18149,
0.29278892278671265,77,18199,
0.27827689051628113,77,18249,
0.2731470465660095,77,18299,
,77,18329,0.33766838908195496
0.2875380516052246,78,18349,
0.27349209785461426,78,18399,
0.2856733202934265,78,18449,
0.29512131214141846,78,18499,
0.28145715594291687,78,18549,
,78,18564,0.3380262553691864
0.27906861901283264,79,18599,
0.29941532015800476,79,18649,
0.29347386956214905,79,18699,
0.2719191312789917,79,18749,
0.29914411902427673,79,18799,
,79,18799,0.33883407711982727
0.29051557183265686,80,18849,
0.29998743534088135,80,18899,
0.2896290719509125,80,18949,
0.2787420153617859,80,18999,
,80,19034,0.3386174440383911
0.30247077345848083,81,19049,
0.2774653136730194,81,19099,
0.3308948576450348,81,19149,
0.2865261435508728,81,19199,
0.2957038879394531,81,19249,
,81,19269,0.33978354930877686
0.27802905440330505,82,19299,
0.31630533933639526,82,19349,
0.3309716582298279,82,19399,
0.2715853750705719,82,19449,
0.27741140127182007,82,19499,
,82,19504,0.343898206949234
0.2737954258918762,83,19549,
0.29475346207618713,83,19599,
0.29081273078918457,83,19649,
0.28875210881233215,83,19699,
,83,19739,0.3403507471084595
0.31333890557289124,84,19749,
0.2777852416038513,84,19799,
0.3075656294822693,84,19849,
0.2947755455970764,84,19899,
0.27183735370635986,84,19949,
,84,19974,0.3423198461532593
0.2851443588733673,85,19999,
0.28004714846611023,85,20049,
0.295961856842041,85,20099,
0.2919686734676361,85,20149,
0.2842272222042084,85,20199,
,85,20209,0.34644225239753723
0.2883552610874176,86,20249,
0.31298375129699707,86,20299,
0.2989402115345001,86,20349,
0.2957702577114105,86,20399,
,86,20444,0.3393985629081726
0.293180376291275,87,20449,
0.2973237931728363,87,20499,
0.2952660918235779,87,20549,
0.2791173756122589,87,20599,
0.27481338381767273,87,20649,
,87,20679,0.3440999388694763
0.2898241877555847,88,20699,
0.2808469235897064,88,20749,
0.29117435216903687,88,20799,
0.2971199154853821,88,20849,
0.2861649692058563,88,20899,
,88,20914,0.3425450921058655
0.28098246455192566,89,20949,
0.2957354485988617,89,20999,
0.2950444221496582,89,21049,
0.27434685826301575,89,21099,
0.29722508788108826,89,21149,
,89,21149,0.34299811720848083
0.2918655574321747,90,21199,
0.3026600480079651,90,21249,
0.2935499846935272,90,21299,
0.2791881859302521,90,21349,
,90,21384,0.34341683983802795
0.30525168776512146,91,21399,
0.2796136438846588,91,21449,
0.3257870376110077,91,21499,
0.2869734764099121,91,21549,
0.2987895905971527,91,21599,
,91,21619,0.34262460470199585
0.27881455421447754,92,21649,
0.32264435291290283,92,21699,
0.33694642782211304,92,21749,
0.27645066380500793,92,21799,
0.2796415090560913,92,21849,
,92,21854,0.3421688377857208
0.27623918652534485,93,21899,
0.29733625054359436,93,21949,
0.29182592034339905,93,21999,
0.28199487924575806,93,22049,
,93,22089,0.33937373757362366
0.31651854515075684,94,22099,
0.28141990303993225,94,22149,
0.3120112717151642,94,22199,
0.2940356433391571,94,22249,
0.2719676196575165,94,22299,
,94,22324,0.3396971821784973
0.2856003940105438,95,22349,
0.2829245924949646,95,22399,
0.30424997210502625,95,22449,
0.294187992811203,95,22499,
0.28536826372146606,95,22549,
,95,22559,0.3420010805130005
0.29063501954078674,96,22599,
0.32119694352149963,96,22649,
0.9614408016204834,96,22699,
0.315970242023468,96,22749,
,96,22794,0.33318600058555603
0.2939705550670624,97,22799,
0.28992322087287903,97,22849,
0.2916092872619629,97,22899,
0.27720266580581665,97,22949,
0.27259865403175354,97,22999,
,97,23029,0.3420346677303314
0.28671494126319885,98,23049,
0.26972711086273193,98,23099,
0.28255224227905273,98,23149,
0.2947399318218231,98,23199,
0.2806381583213806,98,23249,
,98,23264,0.3343966007232666
0.2778199315071106,99,23299,
0.29726165533065796,99,23349,
0.291605681180954,99,23399,
0.27140480279922485,99,23449,
0.3272983133792877,99,23499,
,99,23499,0.35473373532295227
0.29029253125190735,100,23549,
0.2979544997215271,100,23599,
0.2888374328613281,100,23649,
0.27723556756973267,100,23699,
,100,23734,0.3365076780319214
0.3006838262081146,101,23749,
0.27474936842918396,101,23799,
0.3249721825122833,101,23849,
0.28411293029785156,101,23899,
0.294694185256958,101,23949,
,101,23969,0.33809366822242737
0.275806188583374,102,23999,
0.3082680404186249,102,24049,
0.3382858633995056,102,24099,
0.27387556433677673,102,24149,
0.27857765555381775,102,24199,
,102,24204,0.3367401361465454
0.27491307258605957,103,24249,
0.29124200344085693,103,24299,
0.29041987657546997,103,24349,
0.2793720066547394,103,24399,
,103,24439,0.33583617210388184
0.3075527548789978,104,24449,
0.2722465693950653,104,24499,
0.30918070673942566,104,24549,
0.295011967420578,104,24599,
0.2695302963256836,104,24649,
,104,24674,0.33682963252067566
0.28278863430023193,105,24699,
0.27748119831085205,105,24749,
0.29846030473709106,105,24799,
0.29198312759399414,105,24849,
0.28166109323501587,105,24899,
,105,24909,0.3371039032936096
0.2834382653236389,106,24949,
0.3132629990577698,106,24999,
0.6887924075126648,106,25049,
0.8995662927627563,106,25099,
,106,25144,0.5547014474868774
0.5090782046318054,107,25149,
0.36289355158805847,107,25199,
0.32457220554351807,107,25249,
0.2886246144771576,107,25299,
0.27242836356163025,107,25349,
,107,25379,0.33710089325904846
0.28866440057754517,108,25399,
0.2722752094268799,108,25449,
0.2819311022758484,108,25499,
0.2938092350959778,108,25549,
0.28455671668052673,108,25599,
,108,25614,0.41089022159576416
0.2923112213611603,109,25649,
0.297573983669281,109,25699,
0.28894972801208496,109,25749,
0.2709273099899292,109,25799,
0.29240208864212036,109,25849,
,109,25849,0.3335114121437073
0.290055513381958,110,25899,
0.30005359649658203,110,25949,
0.2898353338241577,110,25999,
0.27769336104393005,110,26049,
,110,26084,0.3334434926509857
0.3017711043357849,111,26099,
0.2725768983364105,111,26149,
0.32506057620048523,111,26199,
0.2835098206996918,111,26249,
0.2943316102027893,111,26299,
,111,26319,0.335449755191803
0.275197833776474,112,26349,
0.30790063738822937,112,26399,
0.32653018832206726,112,26449,
0.2706693410873413,112,26499,
0.27457383275032043,112,26549,
,112,26554,0.3360154926776886
0.27377694845199585,113,26599,
0.29167306423187256,113,26649,
0.2897089719772339,113,26699,
0.2790852189064026,113,26749,
,113,26789,0.33810850977897644
0.3113228380680084,114,26799,
0.2721951901912689,114,26849,
0.3062574863433838,114,26899,
0.29422977566719055,114,26949,
0.2694382667541504,114,26999,
,114,27024,0.3395736813545227
0.28381937742233276,115,27049,
0.2768673300743103,115,27099,
0.3026297688484192,115,27149,
0.29021793603897095,115,27199,
0.2819063663482666,115,27249,
,115,27259,0.33928248286247253
0.2850460708141327,116,27299,
0.30975449085235596,116,27349,
0.2941219210624695,116,27399,
0.2960341274738312,116,27449,
,116,27494,0.3381160497665405
0.2926851212978363,117,27499,
0.293801486492157,117,27549,
0.29975268244743347,117,27599,
0.2781408131122589,117,27649,
0.27359098196029663,117,27699,
,117,27729,0.33711546659469604
0.28573042154312134,118,27749,
0.27344638109207153,118,27799,
0.28340548276901245,118,27849,
0.29248034954071045,118,27899,
0.2834455966949463,118,27949,
,118,27964,0.34150055050849915
0.28121933341026306,119,27999,
0.30203837156295776,119,28049,
0.292630136013031,119,28099,
0.2718280851840973,119,28149,
0.2964608371257782,119,28199,
,119,28199,0.34058499336242676
0.29230302572250366,120,28249,
0.30374789237976074,120,28299,
0.28908562660217285,120,28349,
0.28188392519950867,120,28399,
,120,28434,0.340710312128067
0.30483341217041016,121,28449,
0.28248149156570435,121,28499,
0.331766277551651,121,28549,
0.28079408407211304,121,28599,
0.3743395507335663,121,28649,
,121,28669,0.3618013560771942
0.2828524112701416,122,28699,
0.30539730191230774,122,28749,
0.3279058337211609,122,28799,
0.2726946771144867,122,28849,
0.2767694294452667,122,28899,
,122,28904,0.33608779311180115
0.27464374899864197,123,28949,
0.2893350124359131,123,28999,
0.2927374541759491,123,29049,
3.336599826812744,123,29099,
,123,29139,1.1131608486175537
1.8397773504257202,124,29149,
0.761572539806366,124,29199,
0.3066657781600952,124,29249,
0.29045796394348145,124,29299,
0.26880428194999695,124,29349,
,124,29374,0.3240388035774231
0.2809748351573944,125,29399,
0.2731676995754242,125,29449,
0.2923753261566162,125,29499,
0.2896844744682312,125,29549,
0.2817688584327698,125,29599,
,125,29609,0.3273445963859558
0.28292328119277954,126,29649,
0.3050779700279236,126,29699,
0.2949669659137726,126,29749,
0.29311978816986084,126,29799,
,126,29844,0.32953861355781555
0.2924003005027771,127,29849,
0.2887714207172394,127,29899,
0.29138898849487305,127,29949,
0.2790554463863373,127,29999,
0.27194300293922424,127,30049,
,127,30079,0.330876886844635
