val_loss,epoch,step,train_loss
0.6930155754089355,0,9,
0.692696213722229,1,19,
0.6922076940536499,2,29,
0.691566526889801,3,39,
,4,49,0.6908696293830872
0.6907881498336792,4,49,
0.6898863315582275,5,59,
0.6888736486434937,6,69,
0.6877617239952087,7,79,
0.6865610480308533,8,89,
,9,99,0.6854050755500793
0.685280978679657,9,99,
0.6839302182197571,10,109,
0.6825165748596191,11,119,
0.6810471415519714,12,129,
0.6795281171798706,13,139,
,14,149,0.6781094074249268
0.6779654026031494,14,149,
0.6763641834259033,15,159,
0.67472904920578,16,169,
0.6730642318725586,17,179,
0.6713735461235046,18,189,
,19,199,0.6698102951049805
0.6696601510047913,19,199,
0.6679272651672363,20,209,
0.6661774516105652,21,219,
0.6644129157066345,22,229,
0.6626357436180115,23,239,
,24,249,0.66099613904953
0.6608476638793945,24,249,
0.6590501666069031,25,259,
0.6572443246841431,26,269,
0.6554312109947205,27,279,
0.6536113023757935,28,289,
,29,299,0.6519283056259155
0.6517852544784546,29,299,
0.6499530673027039,30,309,
0.6481146812438965,31,319,
0.6462697386741638,32,329,
0.6444174647331238,33,339,
,34,349,0.6426942944526672
0.64255690574646,34,349,
0.6406867504119873,35,359,
0.6388052105903625,36,369,
0.6369102001190186,37,379,
0.6349990963935852,38,389,
,39,399,0.6332039833068848
0.6330687403678894,39,399,
0.6311155557632446,40,409,
0.6291350722312927,41,419,
0.6271223425865173,42,429,
0.6250714063644409,43,439,
,44,449,0.6231179237365723
0.6229754686355591,44,449,
0.6208267211914062,45,459,
0.6186162233352661,46,469,
0.6163336038589478,47,479,
0.6139670610427856,48,489,
,49,499,0.6116729974746704
0.6115033030509949,49,499,
0.6089270710945129,50,509,
0.6062211990356445,51,519,
0.6033661365509033,52,529,
0.6003400683403015,53,539,
,54,549,0.5973531603813171
0.5971186757087708,54,549,
0.5936747789382935,55,559,
0.5899781584739685,56,569,
0.5859960317611694,57,579,
0.5816919207572937,58,589,
,59,599,0.5773910880088806
0.5770270228385925,59,599,
0.5719596743583679,60,609,
0.5664457678794861,61,619,
0.5604397654533386,62,629,
0.5538954138755798,63,639,
,64,649,0.547351598739624
0.546766996383667,64,649,
0.5390110611915588,65,659,
0.5305881500244141,66,669,
0.5214660167694092,67,679,
0.5116215944290161,68,689,
,69,699,0.5019195675849915
0.5010446310043335,69,699,
0.4897407293319702,70,709,
0.47773465514183044,71,719,
0.4650730490684509,72,729,
0.45182666182518005,73,739,
,74,749,0.43917006254196167
0.4380913972854614,74,749,
