train_loss,train_acc,epoch,step,val_loss,val_acc
2.0157341957092285,0.265625,0,49,,
2.143850326538086,0.1875,0,99,,
1.7005590200424194,0.296875,0,149,,
1.5999494791030884,0.390625,0,199,,
1.4887546300888062,0.5,0,249,,
1.4879426956176758,0.40625,0,299,,
1.697837233543396,0.40625,0,349,,
1.6370092630386353,0.34375,0,399,,
1.7360072135925293,0.40625,0,449,,
1.6110115051269531,0.328125,0,499,,
1.5542247295379639,0.484375,0,549,,
1.486784815788269,0.546875,0,599,,
1.7732479572296143,0.375,0,649,,
1.283983826637268,0.546875,0,699,,
1.486227035522461,0.421875,0,749,,
,,0,781,1.4434783458709717,0.47749999165534973
1.3675638437271118,0.46875,1,799,,
1.4412556886672974,0.46875,1,849,,
1.340094804763794,0.546875,1,899,,
1.2121093273162842,0.484375,1,949,,
1.7335747480392456,0.46875,1,999,,
1.5212821960449219,0.5,1,1049,,
1.3914991617202759,0.484375,1,1099,,
1.1024943590164185,0.59375,1,1149,,
1.310225248336792,0.5,1,1199,,
1.1982084512710571,0.71875,1,1249,,
1.209265112876892,0.484375,1,1299,,
1.4171677827835083,0.53125,1,1349,,
1.1658962965011597,0.578125,1,1399,,
1.1873128414154053,0.546875,1,1449,,
1.1307610273361206,0.671875,1,1499,,
1.2350881099700928,0.546875,1,1549,,
,,1,1563,1.3202301263809204,0.5436000227928162
1.2611647844314575,0.53125,2,1599,,
1.3730533123016357,0.453125,2,1649,,
1.3409411907196045,0.53125,2,1699,,
1.4927337169647217,0.46875,2,1749,,
1.1771423816680908,0.546875,2,1799,,
0.9894610047340393,0.671875,2,1849,,
1.2487093210220337,0.5625,2,1899,,
1.3345870971679688,0.53125,2,1949,,
1.0435445308685303,0.578125,2,1999,,
0.9590446949005127,0.671875,2,2049,,
1.1358124017715454,0.5625,2,2099,,
1.22053062915802,0.5625,2,2149,,
1.1842035055160522,0.53125,2,2199,,
1.2216969728469849,0.578125,2,2249,,
0.971491813659668,0.625,2,2299,,
,,2,2345,1.146070122718811,0.6168000102043152
1.0728483200073242,0.6875,3,2349,,
1.6100701093673706,0.46875,3,2399,,
0.9493619203567505,0.6875,3,2449,,
1.2845641374588013,0.625,3,2499,,
1.5762337446212769,0.421875,3,2549,,
1.2853504419326782,0.5625,3,2599,,
1.0820469856262207,0.640625,3,2649,,
1.5144833326339722,0.546875,3,2699,,
1.170167326927185,0.578125,3,2749,,
2.400700330734253,0.484375,3,2799,,
1.6770862340927124,0.40625,3,2849,,
1.5665558576583862,0.453125,3,2899,,
1.3964871168136597,0.546875,3,2949,,
1.0997273921966553,0.578125,3,2999,,
1.2291004657745361,0.59375,3,3049,,
1.0519912242889404,0.65625,3,3099,,
,,3,3127,1.7558101415634155,0.482699990272522
1.478219985961914,0.453125,4,3149,,
4.044598579406738,0.484375,4,3199,,
6.007192134857178,0.34375,4,3249,,
2.7630410194396973,0.265625,4,3299,,
3.0975160598754883,0.171875,4,3349,,
3.502589702606201,0.234375,4,3399,,
2.4830055236816406,0.234375,4,3449,,
2.3857855796813965,0.265625,4,3499,,
1.4078599214553833,0.53125,4,3549,,
1.6115363836288452,0.53125,4,3599,,
1.6443445682525635,0.4375,4,3649,,
1.4388792514801025,0.421875,4,3699,,
1.613505482673645,0.375,4,3749,,
1.5580445528030396,0.4375,4,3799,,
1.7027009725570679,0.390625,4,3849,,
1.3085695505142212,0.578125,4,3899,,
,,4,3909,1.6058566570281982,0.4368000030517578
1.509395956993103,0.484375,5,3949,,
1.5770292282104492,0.453125,5,3999,,
1.3323618173599243,0.53125,5,4049,,
1.196962833404541,0.578125,5,4099,,
1.197387933731079,0.5625,5,4149,,
1.398175835609436,0.546875,5,4199,,
1.4987834692001343,0.4375,5,4249,,
1.5774649381637573,0.453125,5,4299,,
1.8156023025512695,0.421875,5,4349,,
1.5163761377334595,0.40625,5,4399,,
2.054368734359741,0.4375,5,4449,,
2.3960227966308594,0.53125,5,4499,,
3.1296520233154297,0.28125,5,4549,,
4.5525641441345215,0.296875,5,4599,,
4.815385818481445,0.328125,5,4649,,
,,5,4691,8.346492767333984,0.35199999809265137
3.277156114578247,0.34375,6,4699,,
3.3312904834747314,0.1875,6,4749,,
6.102295398712158,0.328125,6,4799,,
5.162466526031494,0.375,6,4849,,
4.049513816833496,0.3125,6,4899,,
3.0233750343322754,0.265625,6,4949,,
3.332850456237793,0.265625,6,4999,,
2.4587442874908447,0.40625,6,5049,,
3.018918037414551,0.296875,6,5099,,
2.73506760597229,0.359375,6,5149,,
4.097343921661377,0.3125,6,5199,,
6.206454277038574,0.28125,6,5249,,
2.2826366424560547,0.234375,6,5299,,
3.730278968811035,0.328125,6,5349,,
2.0091264247894287,0.421875,6,5399,,
2.213214874267578,0.484375,6,5449,,
,,6,5473,3.2071139812469482,0.39239999651908875
2.912076473236084,0.25,7,5499,,
2.117062568664551,0.46875,7,5549,,
1.658931851387024,0.53125,7,5599,,
1.686516523361206,0.40625,7,5649,,
1.9036880731582642,0.359375,7,5699,,
2.056098222732544,0.484375,7,5749,,
1.781205654144287,0.453125,7,5799,,
1.7531065940856934,0.453125,7,5849,,
1.908653736114502,0.40625,7,5899,,
3.0439562797546387,0.328125,7,5949,,
4.976806640625,0.484375,7,5999,,
3.159311294555664,0.390625,7,6049,,
3.799016237258911,0.1875,7,6099,,
2.411783456802368,0.40625,7,6149,,
6.393874645233154,0.359375,7,6199,,
4.277828216552734,0.3125,7,6249,,
,,7,6255,3.399508237838745,0.4124999940395355
10.232197761535645,0.4375,8,6299,,
2.1124303340911865,0.484375,8,6349,,
4.590319633483887,0.46875,8,6399,,
3.970862865447998,0.375,8,6449,,
4.055469036102295,0.296875,8,6499,,
1.5562665462493896,0.515625,8,6549,,
2.5787274837493896,0.390625,8,6599,,
3.414623498916626,0.359375,8,6649,,
2.121028184890747,0.453125,8,6699,,
2.312640428543091,0.421875,8,6749,,
2.6288297176361084,0.484375,8,6799,,
2.2897472381591797,0.34375,8,6849,,
2.8203232288360596,0.3125,8,6899,,
2.256229877471924,0.421875,8,6949,,
1.7775201797485352,0.421875,8,6999,,
,,8,7037,1.7453739643096924,0.43470001220703125
2.0136921405792236,0.484375,9,7049,,
2.0822951793670654,0.34375,9,7099,,
1.8570573329925537,0.5,9,7149,,
1.7144359350204468,0.375,9,7199,,
1.6937880516052246,0.4375,9,7249,,
1.4657540321350098,0.453125,9,7299,,
1.468366026878357,0.46875,9,7349,,
1.4290441274642944,0.53125,9,7399,,
1.4172189235687256,0.5,9,7449,,
1.2744749784469604,0.515625,9,7499,,
1.5184242725372314,0.390625,9,7549,,
1.0440658330917358,0.578125,9,7599,,
