train_loss,train_acc,epoch,step,val_loss,val_acc
2.257931709289551,0.171875,0,49,,
2.1195449829101562,0.234375,0,99,,
1.921270728111267,0.25,0,149,,
1.6762276887893677,0.375,0,199,,
1.7130786180496216,0.515625,0,249,,
1.7666929960250854,0.28125,0,299,,
1.7391421794891357,0.4375,0,349,,
1.831081509590149,0.359375,0,399,,
1.820650339126587,0.390625,0,449,,
1.520416498184204,0.390625,0,499,,
1.556593418121338,0.421875,0,549,,
1.2795608043670654,0.609375,0,599,,
1.7558717727661133,0.375,0,649,,
1.2443710565567017,0.546875,0,699,,
1.4517163038253784,0.5,0,749,,
,,0,781,1.408889889717102,0.5189999938011169
1.512864589691162,0.375,1,799,,
1.4415510892868042,0.46875,1,849,,
1.297295093536377,0.53125,1,899,,
1.2858269214630127,0.5625,1,949,,
1.5262216329574585,0.46875,1,999,,
1.624879002571106,0.46875,1,1049,,
1.478352427482605,0.484375,1,1099,,
0.9637851715087891,0.671875,1,1149,,
1.236479640007019,0.578125,1,1199,,
1.1162874698638916,0.625,1,1249,,
1.1476898193359375,0.53125,1,1299,,
1.4254597425460815,0.515625,1,1349,,
1.1978297233581543,0.625,1,1399,,
1.0365105867385864,0.671875,1,1449,,
1.3363502025604248,0.609375,1,1499,,
1.309525489807129,0.515625,1,1549,,
,,1,1563,1.1274973154067993,0.607699990272522
1.0725667476654053,0.609375,2,1599,,
1.2895214557647705,0.609375,2,1649,,
1.3230360746383667,0.640625,2,1699,,
1.3083984851837158,0.625,2,1749,,
0.9531615376472473,0.71875,2,1799,,
1.1486561298370361,0.5625,2,1849,,
1.1982841491699219,0.65625,2,1899,,
1.0704123973846436,0.671875,2,1949,,
0.7620709538459778,0.75,2,1999,,
1.0744572877883911,0.625,2,2049,,
1.0493277311325073,0.625,2,2099,,
1.1513316631317139,0.609375,2,2149,,
1.237633466720581,0.609375,2,2199,,
1.2692539691925049,0.53125,2,2249,,
0.8685656785964966,0.703125,2,2299,,
,,2,2345,1.2844353914260864,0.6215000152587891
1.2766820192337036,0.6875,3,2349,,
1.2377032041549683,0.640625,3,2399,,
1.2771810293197632,0.640625,3,2449,,
1.2743624448776245,0.609375,3,2499,,
1.592187523841858,0.546875,3,2549,,
1.2282558679580688,0.609375,3,2599,,
1.0679324865341187,0.703125,3,2649,,
1.033657431602478,0.609375,3,2699,,
0.8722891807556152,0.671875,3,2749,,
1.2131060361862183,0.65625,3,2799,,
1.4762769937515259,0.578125,3,2849,,
1.341611385345459,0.5625,3,2899,,
1.2823011875152588,0.609375,3,2949,,
1.1186283826828003,0.625,3,2999,,
1.1888606548309326,0.671875,3,3049,,
0.6973921060562134,0.8125,3,3099,,
,,3,3127,1.467463731765747,0.6140000224113464
1.2067517042160034,0.625,4,3149,,
1.2706000804901123,0.59375,4,3199,,
1.1905481815338135,0.640625,4,3249,,
1.002913475036621,0.703125,4,3299,,
0.9804078936576843,0.625,4,3349,,
1.294783592224121,0.640625,4,3399,,
0.9632299542427063,0.703125,4,3449,,
1.2774277925491333,0.65625,4,3499,,
0.9967960715293884,0.6875,4,3549,,
1.073180079460144,0.75,4,3599,,
1.1317895650863647,0.59375,4,3649,,
1.268048882484436,0.65625,4,3699,,
0.9394097328186035,0.6875,4,3749,,
0.8860957622528076,0.703125,4,3799,,
1.538849115371704,0.65625,4,3849,,
0.9946790933609009,0.71875,4,3899,,
,,4,3909,1.6415525674819946,0.6208999752998352
1.2775821685791016,0.640625,5,3949,,
1.4100258350372314,0.5625,5,3999,,
1.0177510976791382,0.640625,5,4049,,
1.4209086894989014,0.5625,5,4099,,
0.7955604791641235,0.703125,5,4149,,
1.1327242851257324,0.609375,5,4199,,
1.1190029382705688,0.59375,5,4249,,
1.7064170837402344,0.59375,5,4299,,
1.2398236989974976,0.625,5,4349,,
1.532344102859497,0.625,5,4399,,
0.9314497113227844,0.71875,5,4449,,
1.0764155387878418,0.734375,5,4499,,
1.3112647533416748,0.65625,5,4549,,
0.9930707216262817,0.703125,5,4599,,
1.292977213859558,0.609375,5,4649,,
,,5,4691,1.4435875415802002,0.6606000065803528
1.136526346206665,0.734375,6,4699,,
1.0579230785369873,0.65625,6,4749,,
1.0545237064361572,0.671875,6,4799,,
1.6947693824768066,0.578125,6,4849,,
0.8977020978927612,0.703125,6,4899,,
1.208894968032837,0.609375,6,4949,,
0.985026478767395,0.59375,6,4999,,
1.2333711385726929,0.640625,6,5049,,
1.7200478315353394,0.515625,6,5099,,
1.153800368309021,0.71875,6,5149,,
1.6840839385986328,0.53125,6,5199,,
1.1372977495193481,0.59375,6,5249,,
1.0473551750183105,0.671875,6,5299,,
1.399193525314331,0.625,6,5349,,
1.5814024209976196,0.640625,6,5399,,
2.571953773498535,0.625,6,5449,,
,,6,5473,1.8764933347702026,0.621399998664856
1.3766493797302246,0.578125,7,5499,,
1.787058711051941,0.609375,7,5549,,
1.1548596620559692,0.71875,7,5599,,
1.3053200244903564,0.640625,7,5649,,
2.661973476409912,0.625,7,5699,,
1.357110619544983,0.625,7,5749,,
1.3335102796554565,0.625,7,5799,,
2.0680723190307617,0.59375,7,5849,,
1.524015188217163,0.59375,7,5899,,
3.0085999965667725,0.515625,7,5949,,
2.1083970069885254,0.578125,7,5999,,
1.3429163694381714,0.71875,7,6049,,
1.7846794128417969,0.546875,7,6099,,
1.8679986000061035,0.59375,7,6149,,
2.115849018096924,0.578125,7,6199,,
4.435679912567139,0.515625,7,6249,,
,,7,6255,2.1508543491363525,0.5785999894142151
2.148972749710083,0.578125,8,6299,,
1.6916422843933105,0.546875,8,6349,,
2.0484988689422607,0.5625,8,6399,,
1.4696851968765259,0.59375,8,6449,,
1.7711408138275146,0.53125,8,6499,,
1.5378782749176025,0.6875,8,6549,,
1.9966436624526978,0.515625,8,6599,,
1.8973489999771118,0.53125,8,6649,,
3.0975711345672607,0.46875,8,6699,,
1.1255464553833008,0.734375,8,6749,,
1.1709986925125122,0.6875,8,6799,,
2.8043594360351562,0.484375,8,6849,,
2.143944263458252,0.6875,8,6899,,
1.535546064376831,0.640625,8,6949,,
1.8362138271331787,0.578125,8,6999,,
,,8,7037,1.8351566791534424,0.6377999782562256
1.2209322452545166,0.640625,9,7049,,
1.4986721277236938,0.578125,9,7099,,
1.619451642036438,0.609375,9,7149,,
1.3944661617279053,0.671875,9,7199,,
1.7891254425048828,0.609375,9,7249,,
2.1658618450164795,0.578125,9,7299,,
1.0322388410568237,0.796875,9,7349,,
1.6371971368789673,0.578125,9,7399,,
1.3814200162887573,0.671875,9,7449,,
1.3035308122634888,0.640625,9,7499,,
1.4270873069763184,0.671875,9,7549,,
2.123516798019409,0.65625,9,7599,,
1.04396390914917,0.65625,9,7649,,
3.7086870670318604,0.53125,9,7699,,
3.1472742557525635,0.515625,9,7749,,
1.3866504430770874,0.65625,9,7799,,
,,9,7819,1.956048607826233,0.6209999918937683
1.9459961652755737,0.59375,10,7849,,
1.5295820236206055,0.625,10,7899,,
1.4185092449188232,0.65625,10,7949,,
3.254544496536255,0.515625,10,7999,,
1.6094075441360474,0.71875,10,8049,,
1.5683757066726685,0.734375,10,8099,,
0.8257763981819153,0.78125,10,8149,,
2.0916802883148193,0.625,10,8199,,
3.0590529441833496,0.546875,10,8249,,
1.5719983577728271,0.6875,10,8299,,
3.1171562671661377,0.515625,10,8349,,
1.5058462619781494,0.671875,10,8399,,
1.8550572395324707,0.609375,10,8449,,
1.6201504468917847,0.65625,10,8499,,
1.7859137058258057,0.65625,10,8549,,
2.6110360622406006,0.6875,10,8599,,
,,10,8601,3.079542875289917,0.5766000151634216
0.9959844946861267,0.78125,11,8649,,
2.858396530151367,0.65625,11,8699,,
1.4913941621780396,0.640625,11,8749,,
1.9427651166915894,0.5625,11,8799,,
3.0887436866760254,0.6875,11,8849,,
13.34939956665039,0.234375,11,8899,,
3.6672651767730713,0.625,11,8949,,
3.1657400131225586,0.59375,11,8999,,
2.959381580352783,0.53125,11,9049,,
3.6448214054107666,0.578125,11,9099,,
4.036384582519531,0.484375,11,9149,,
2.3912007808685303,0.578125,11,9199,,
4.15935754776001,0.609375,11,9249,,
3.1053719520568848,0.578125,11,9299,,
2.5584776401519775,0.640625,11,9349,,
,,11,9383,5.192526817321777,0.5753999948501587
1.612660527229309,0.734375,12,9399,,
2.5922436714172363,0.53125,12,9449,,
0.9950774312019348,0.75,12,9499,,
2.555851936340332,0.640625,12,9549,,
3.4485251903533936,0.515625,12,9599,,
4.105345726013184,0.609375,12,9649,,
1.8841999769210815,0.65625,12,9699,,
2.659320831298828,0.65625,12,9749,,
3.2383224964141846,0.640625,12,9799,,
1.8772538900375366,0.59375,12,9849,,
3.634934902191162,0.578125,12,9899,,
3.4715917110443115,0.6875,12,9949,,
1.6913118362426758,0.71875,12,9999,,
4.012390613555908,0.609375,12,10049,,
2.9850642681121826,0.703125,12,10099,,
2.7935328483581543,0.6875,12,10149,,
,,12,10165,2.8114991188049316,0.6847000122070312
7.568944931030273,0.5,13,10199,,
2.912044048309326,0.640625,13,10249,,
1.7314850091934204,0.71875,13,10299,,
2.932487726211548,0.703125,13,10349,,
1.137462854385376,0.78125,13,10399,,
2.100719451904297,0.765625,13,10449,,
2.6789426803588867,0.59375,13,10499,,
2.273956537246704,0.71875,13,10549,,
3.822267532348633,0.765625,13,10599,,
3.8543903827667236,0.625,13,10649,,
2.275885581970215,0.703125,13,10699,,
3.393270492553711,0.734375,13,10749,,
4.369463920593262,0.78125,13,10799,,
3.0562264919281006,0.703125,13,10849,,
3.4446239471435547,0.71875,13,10899,,
,,13,10947,3.3720808029174805,0.725600004196167
1.9922924041748047,0.765625,14,10949,,
2.978816032409668,0.703125,14,10999,,
3.936088800430298,0.625,14,11049,,
5.3453474044799805,0.75,14,11099,,
3.7578604221343994,0.6875,14,11149,,
2.0483434200286865,0.71875,14,11199,,
2.295741319656372,0.75,14,11249,,
2.570873975753784,0.75,14,11299,,
4.290227890014648,0.59375,14,11349,,
3.5970115661621094,0.734375,14,11399,,
5.156083106994629,0.703125,14,11449,,
3.8864760398864746,0.671875,14,11499,,
4.112010955810547,0.734375,14,11549,,
1.8986767530441284,0.84375,14,11599,,
